function,depth,seed,snapped,final_loss,snappability,nan_epoch,converged,symbolic_form,expected_depth,post_snap_loss,valid_snap
sqrt,2,18,1,0.505161702632904,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,19,1,0.505161702632904,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,3,0,1,0.32672083377838135,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,1,1,0.33695369958877563,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,2,1,0.3271063566207886,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,3,1,0.32720938324928284,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,4,1,0.3518387973308563,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,5,1,0.3230310082435608,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,6,1,0.36417266726493835,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,7,1,0.3256106674671173,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,8,1,0.33756011724472046,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,9,1,0.3283085823059082,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,10,1,0.32309746742248535,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,11,1,0.32741138339042664,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,12,1,0.3293529748916626,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,13,1,0.34325891733169556,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,14,1,0.3396049737930298,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,15,1,0.32360535860061646,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,16,1,0.3353124260902405,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,17,1,0.3407765030860901,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,18,1,0.3250499963760376,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,3,19,1,0.36222702264785767,1.0,-1,1,"eml(1,eml(1,x))",9,0.4608113765716553,0
sqrt,4,0,1,0.05658382922410965,1.0,-1,0,"eml(1,eml(1,1))",9,0.7258369326591492,0
sqrt,4,1,1,0.06381294876337051,1.0,-1,1,"eml(1,eml(1,1))",9,0.7258362770080566,0
sqrt,4,2,1,0.16498884558677673,1.0,-1,0,"eml(1,eml(1,x))",9,0.46081170439720154,0
sqrt,4,3,1,0.028397537767887115,1.0,-1,1,"eml(1,eml(1,x))",9,0.46081170439720154,0
